,ad title,link,year of construction,fuel,transmission,vehicle type,mileage (km)
1031,Opel Astra Sports Tourer 1.0 Turbo Business |Navigatie | Cam,marktplaats.nl/v/auto-s/opel/m2060857067-opel-astra-sports-tourer-1-0-turbo-business-navigatie-cam,2019.0,Benzine ,Handgeschakeld ,Stationwagon ,75642.0
1032,Opel Astra Wagon 1.7 CDTi Business (bj 2009),marktplaats.nl/v/auto-s/opel/m2065737826-opel-astra-wagon-1-7-cdti-business-bj-2009,2009.0,Diesel ,Handgeschakeld ,Stationwagon ,395888.0
1033,Opel Corsa 1.0 Turbo Edition | Winter Pakket 2,marktplaats.nl/v/auto-s/opel/m2063340684-opel-corsa-1-0-turbo-edition-winter-pakket-2,2017.0,Benzine ,Handgeschakeld ,Hatchback ,99923.0
1034,Opel Astra Sports Tourer 1.4 Online Edition /Eerste Eigenaar,marktplaats.nl/v/auto-s/opel/m2065736668-opel-astra-sports-tourer-1-4-online-edition-eerste-eigenaar,2018.0,Benzine ,Handgeschakeld ,Stationwagon ,134224.0
1035,Opel Corsa 1.0 Turbo Online Edition|Camera|Navi|Nap|,marktplaats.nl/v/auto-s/opel/m2060915915-opel-corsa-1-0-turbo-online-edition-camera-navi-nap,2018.0,Benzine ,Handgeschakeld ,Hatchback ,44420.0
1036,Opel KARL 1.0 ecoFLEX Innovation|Automat|Navi|Apple carplay|,marktplaats.nl/v/auto-s/opel/m2061985534-opel-karl-1-0-ecoflex-innovation-automat-navi-apple-carplay,2017.0,Benzine ,Automaat ,Hatchback ,59328.0
1037,Opel Corsa 1.2 Edition|101 pk|Nap|Apple carplay|,marktplaats.nl/v/auto-s/opel/m2064472662-opel-corsa-1-2-edition-101-pk-nap-apple-carplay,2021.0,Benzine ,Handgeschakeld ,Hatchback ,46227.0
1038,Opel Astra Sports Tourer 1.0 Innovation / Navi / PDC / Cruis,marktplaats.nl/v/auto-s/opel/m2065736220-opel-astra-sports-tourer-1-0-innovation-navi-pdc-cruis,2017.0,Benzine ,Handgeschakeld ,Stationwagon ,111400.0
1039,"Opel Insignia Sports Tourer 1.5 Turbo 165-PK, Airco, Ecc, Cr",marktplaats.nl/v/auto-s/opel/m2065736093-opel-insignia-sports-tourer-1-5-turbo-165-pk-airco-ecc-cr,2017.0,Benzine ,Automaat ,Stationwagon ,126629.0
1040,Opel COMBO Life 1.2 110pk Panodak Navi Carplay Camera Airco(,marktplaats.nl/v/auto-s/opel/m2065735811-opel-combo-life-1-2-110pk-panodak-navi-carplay-camera-airco,2019.0,Benzine ,Handgeschakeld ,MPV ,83794.0
1041,Opel CORSA 1.2 Turbo 100pk Elegance Navi Carplay Led Airco b,marktplaats.nl/v/auto-s/opel/m2065735561-opel-corsa-1-2-turbo-100pk-elegance-navi-carplay-led-airco-b,2020.0,Benzine ,Handgeschakeld ,Hatchback ,35767.0
1042,Opel ADAM 1.4 Glam Stuurverwarming|Airco|Cruise|VOL!,marktplaats.nl/v/auto-s/opel/m2059422436-opel-adam-1-4-glam-stuurverwarming-airco-cruise-vol,2013.0,Benzine ,Handgeschakeld ,Hatchback ,235809.0
1043,Opel Astra 1.4 Turbo 103KW 5D AUT 2012 NAV- cruise- sport,marktplaats.nl/v/auto-s/opel/m2065391401-opel-astra-1-4-turbo-103kw-5d-aut-2012-nav-cruise-sport,2012.0,Benzine ,Handgeschakeld ,Hatchback ,195000.0
1044,Opel Zafira 2.2-16V Elegance/7P/Apk 23-2-2024,marktplaats.nl/v/auto-s/opel/m2065729867-opel-zafira-2-2-16v-elegance-7p-apk-23-2-2024,2004.0,Benzine ,Handgeschakeld ,MPV ,264929.0
1045,Opel Vectra 1.8-16V Executive,marktplaats.nl/v/auto-s/opel/m2065729632-opel-vectra-1-8-16v-executive,2008.0,Benzine ,Handgeschakeld ,Sedan ,209789.0
1046,Opel KARL 1.0 ecoFLEX Edition|5 Deurs|Airco|,marktplaats.nl/v/auto-s/opel/m2056345912-opel-karl-1-0-ecoflex-edition-5-deurs-airco,2016.0,Benzine ,Handgeschakeld ,Hatchback ,190915.0
1047,Opel Mokka 1.4 T Edition|Navigatie|Climate Control|,marktplaats.nl/v/auto-s/opel/m2061369396-opel-mokka-1-4-t-edition-navigatie-climate-control,2015.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,192719.0
1048,Opel Meriva 1.4 Turbo Cosmo|Navigatie|Climate Control|131000,marktplaats.nl/v/auto-s/opel/m2055834810-opel-meriva-1-4-turbo-cosmo-navigatie-climate-control-131000,2015.0,Benzine ,Handgeschakeld ,MPV ,131310.0
1049,Opel KARL 1.0 ecoFLEX Edition|5 Deurs|Airco|,marktplaats.nl/v/auto-s/opel/m2057413918-opel-karl-1-0-ecoflex-edition-5-deurs-airco,2018.0,Benzine ,Handgeschakeld ,Hatchback ,126606.0
1050,Opel Insignia 1.6 T Edition|Navigatie|Climate Control|,marktplaats.nl/v/auto-s/opel/m2057415215-opel-insignia-1-6-t-edition-navigatie-climate-control,2010.0,Benzine ,Handgeschakeld ,Hatchback ,164550.0
1051,Opel Corsa 1.6-16V GSI|Climate Control|150PK|,marktplaats.nl/v/auto-s/opel/m2057418197-opel-corsa-1-6-16v-gsi-climate-control-150pk,2009.0,Benzine ,Handgeschakeld ,Hatchback ,312261.0
1052,Opel Corsa 1.2 EcoFlex Cosmo LPG|Navigatie|Climate Control|,marktplaats.nl/v/auto-s/opel/m2058022139-opel-corsa-1-2-ecoflex-cosmo-lpg-navigatie-climate-control,2012.0,LPG ,Handgeschakeld ,Hatchback ,204433.0
1053,Opel Corsa 1.4-16V Enjoy|Airco|,marktplaats.nl/v/auto-s/opel/m2061369541-opel-corsa-1-4-16v-enjoy-airco,2008.0,Benzine ,Handgeschakeld ,Hatchback ,279481.0
1054,Opel Astra 1.4 Edition|5 Deurs|Climate Control|,marktplaats.nl/v/auto-s/opel/m2063101854-opel-astra-1-4-edition-5-deurs-climate-control,2010.0,Benzine ,Handgeschakeld ,Hatchback ,213314.0
1055,Opel Grandland X 1.2 Turbo Business +|Navigatie|Camera|,marktplaats.nl/v/auto-s/opel/m2063463317-opel-grandland-x-1-2-turbo-business-navigatie-camera,2019.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,116848.0
1056,Opel Meriva 1.6-16V Temptation|Airco|Automaat|,marktplaats.nl/v/auto-s/opel/m2063464714-opel-meriva-1-6-16v-temptation-airco-automaat,2009.0,Benzine ,Automaat ,MPV ,161715.0
1057,Opel Astra 1.6 Edition|Climate Control|5 Deurs|,marktplaats.nl/v/auto-s/opel/m2064204171-opel-astra-1-6-edition-climate-control-5-deurs,2010.0,Benzine ,Handgeschakeld ,Hatchback ,188068.0
1058,Opel Astra Wagon 1.6 Essentia|Climate Control|,marktplaats.nl/v/auto-s/opel/m2065063320-opel-astra-wagon-1-6-essentia-climate-control,2005.0,Benzine ,Handgeschakeld ,Stationwagon ,311105.0
1059,Opel Corsa 1.0T S&S EDITION 90PK 5D 2018 Wit Apple Carplay,,2018.0,Benzine ,Handgeschakeld ,Hatchback ,154250.0
1060,Opel CORSA 1.4 EDITION NAP! CITY ECO AIRCO RIJKLAAR PRIJS!,marktplaats.nl/v/auto-s/opel/m2060712741-opel-corsa-1-4-edition-nap-city-eco-airco-rijklaar-prijs,2016.0,Benzine ,Handgeschakeld ,Hatchback ,75669.0
1061,Opel Corsa 1.2 GS Line,marktplaats.nl/v/auto-s/opel/m2065725859-opel-corsa-1-2-gs-line,2020.0,Benzine ,Handgeschakeld ,Hatchback ,40580.0
1062,Opel Astra 1.2 Ultimate Automaat | Nieuw model | Navigatie |,marktplaats.nl/v/auto-s/opel/m2065724219-opel-astra-1-2-ultimate-automaat-nieuw-model-navigatie,2022.0,Benzine ,Automaat ,Hatchback ,28500.0
1063,"Opel Astra 1.4 Selection 101 PK / Airco / Cruise / 17"" LMV",marktplaats.nl/v/auto-s/opel/m2065721978-opel-astra-1-4-selection-101-pk-airco-cruise-17-lmv,2010.0,Benzine ,Handgeschakeld ,Hatchback ,143859.0
1064,Opel Astra 1.6 Essentia Airco Nieuwe Apk !,marktplaats.nl/v/auto-s/opel/m2060551022-opel-astra-1-6-essentia-airco-nieuwe-apk,2004.0,Benzine ,Handgeschakeld ,Hatchback ,230070.0
1065,Opel Crossland X 1.2 T. Innovation / Navigatie / 17 inch lic,marktplaats.nl/v/auto-s/opel/m2065720353-opel-crossland-x-1-2-t-innovation-navigatie-17-inch-lic,2017.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,90939.0
1066,Opel ADAM 1.2 Jam+Airco+Cruise+Dakkleur Pack (bj 2013),marktplaats.nl/v/auto-s/opel/m2057064810-opel-adam-1-2-jam-airco-cruise-dakkleur-pack-bj-2013,2013.0,Benzine ,Handgeschakeld ,Hatchback ,139324.0
1067,Opel Zafira 1.8 Enjoy - Airco,marktplaats.nl/v/auto-s/opel/m2065717864-opel-zafira-1-8-enjoy-airco,2007.0,Benzine ,Handgeschakeld ,MPV ,271187.0
1068,Opel Insignia Grand Sport 1.5 Turbo Business ZEER NETTE AUTO,marktplaats.nl/v/auto-s/opel/m2065717726-opel-insignia-grand-sport-1-5-turbo-business-zeer-nette-auto,2019.0,Benzine ,Handgeschakeld ,Hatchback ,73274.0
1069,Opel Insignia Sports Tourer 1.5 Turbo Business Executive Nav,marktplaats.nl/v/auto-s/opel/m2065717548-opel-insignia-sports-tourer-1-5-turbo-business-executive-nav,2018.0,Benzine ,Automaat ,Stationwagon ,248194.0
1070,Opel Meriva 1.8 16V 2003 Grijs,marktplaats.nl/v/auto-s/opel/m2065242322-opel-meriva-1-8-16v-2003-grijs,2003.0,Benzine ,Handgeschakeld ,MPV ,116743.0
1071,Opel Astra 1.6 Business,marktplaats.nl/v/auto-s/opel/m2063055934-opel-astra-1-6-business,2008.0,Benzine ,Handgeschakeld ,Hatchback ,228264.0
1072,Opel Insignia Sports Tourer 2.0 CDTI EcoFLEX Cosmo,marktplaats.nl/v/auto-s/opel/m2063438336-opel-insignia-sports-tourer-2-0-cdti-ecoflex-cosmo,2013.0,Diesel ,Handgeschakeld ,Stationwagon ,194263.0
1073,Opel Meriva 1.8 16V 2005 Grijs,marktplaats.nl/v/auto-s/opel/m2053372030-opel-meriva-1-8-16v-2005-grijs,2005.0,Benzine ,Handgeschakeld ,MPV ,111101.0
1074,Opel Astra Wagon 1.4 Essentia | Navi | Cruise | Trekhaak |,marktplaats.nl/v/auto-s/opel/m2065716010-opel-astra-wagon-1-4-essentia-navi-cruise-trekhaak,2006.0,Benzine ,Handgeschakeld ,Stationwagon ,131417.0
1075,Opel Tigra TwinTop 1.4-16V Cosmo - APK 24-11-2024,marktplaats.nl/v/auto-s/opel/m2065715626-opel-tigra-twintop-1-4-16v-cosmo-apk-24-11-2024,2004.0,Benzine ,Handgeschakeld ,Cabriolet ,148966.0
1076,Uniek!!! Opel Zafira 2.2 2010 Zwart Cosmo uitvoering duurste,marktplaats.nl/v/auto-s/opel/m2039057500-uniek-opel-zafira-2-2-2010-zwart-cosmo-uitvoering-duurste,2010.0,Benzine ,Handgeschakeld ,MPV ,270629.0
1077,Opel AMPERA 1.4 Hybride Ecc Leder Navi Camera 2012,marktplaats.nl/v/auto-s/opel/m2065714341-opel-ampera-1-4-hybride-ecc-leder-navi-camera-2012,2012.0,Hybride Elektrisch/Benzine ,Automaat ,Hatchback ,165776.0
1078,Opel Astra Wagon 1.6 Cosmo/2e eihenaar/aico/navi/apk 09-2024,marktplaats.nl/v/auto-s/opel/m2063373570-opel-astra-wagon-1-6-cosmo-2e-eihenaar-aico-navi-apk-09-2024,2009.0,Benzine ,Handgeschakeld ,Stationwagon ,227153.0
1079,Opel Corsa 1.2 16V Twinport 3D 2006 Grijs,,2006.0,Benzine ,Handgeschakeld ,Hatchback ,160500.0
1080,Opel Meriva 1.4 TURBO COSMO Navi | Trekhaak | Cruise | Panor,marktplaats.nl/v/auto-s/opel/m2065713221-opel-meriva-1-4-turbo-cosmo-navi-trekhaak-cruise-panor,2011.0,Benzine ,Handgeschakeld ,MPV ,133085.0
1081,OPEL Crossland X 1.2 Turbo 110pk Start/Stop Automaat Innovat,marktplaats.nl/v/auto-s/opel/m2065712981-opel-crossland-x-1-2-turbo-110pk-start-stop-automaat-innovat,2019.0,Benzine ,Automaat ,SUV of Terreinwagen ,67156.0
1082,Opel Insignia 1.6 T Edition / VOLLEDIGE ONDERHOUDSHISTORIE,marktplaats.nl/v/auto-s/opel/m2065711621-opel-insignia-1-6-t-edition-volledige-onderhoudshistorie,2011.0,Benzine ,Handgeschakeld ,Hatchback ,182155.0
1083,Opel Corsa 1.3 CDTi EcoFlex S/S Cosmo,marktplaats.nl/v/auto-s/opel/m2065711164-opel-corsa-1-3-cdti-ecoflex-s-s-cosmo,2011.0,Diesel ,Handgeschakeld ,Hatchback ,229315.0
1084,"Opel Corsa 1.4 Automaat Edition+ navi/airco/16""LM /trekhaak/",marktplaats.nl/v/auto-s/opel/m2065710944-opel-corsa-1-4-automaat-edition-navi-airco-16-lm-trekhaak,2018.0,Benzine ,Automaat ,Hatchback ,43767.0
1085,Opel Mokka X 1.4 Turbo Innovation Automaat | NAVI | APPCONNE,marktplaats.nl/v/auto-s/opel/m2065709925-opel-mokka-x-1-4-turbo-innovation-automaat-navi-appconne,2017.0,Benzine ,Automaat ,SUV of Terreinwagen ,65734.0
1086,Opel Astra 1.2 Business Elegance | Achteruitrijcamera | Stoe,marktplaats.nl/v/auto-s/opel/m2065709620-opel-astra-1-2-business-elegance-achteruitrijcamera-stoe,2023.0,Benzine ,Handgeschakeld ,Hatchback ,5000.0
1087,Opel KARL 1.0 Rocks Online Edition,marktplaats.nl/v/auto-s/opel/m2065709363-opel-karl-1-0-rocks-online-edition,2018.0,Benzine ,Handgeschakeld ,Hatchback ,17518.0
1088,Opel Corsa 1.2 Elegance | APPCONNECT | AIRCO | CRUISE | LANE,marktplaats.nl/v/auto-s/opel/m2065708522-opel-corsa-1-2-elegance-appconnect-airco-cruise-lane,2022.0,Benzine ,Handgeschakeld ,Hatchback ,33822.0
1089,Opel Corsa 1.4 Twinport S&S 100pk 5d Blitz* Airco / Cruise /,marktplaats.nl/v/auto-s/opel/m2065707953-opel-corsa-1-4-twinport-s-s-100pk-5d-blitz-airco-cruise,2014.0,Benzine ,Handgeschakeld ,Hatchback ,101466.0
1090,Opel Crossland X 1.2 Turbo Innovation | Climate Controle | T,marktplaats.nl/v/auto-s/opel/m2065707743-opel-crossland-x-1-2-turbo-innovation-climate-controle-t,2020.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,44672.0
1091,Opel ADAM 1.4 TURBO S 150 pk 2015 Zwart,,2015.0,Benzine ,Handgeschakeld ,Hatchback ,97000.0
1092,Opel Corsa 1.4-16V Cosmo,marktplaats.nl/v/auto-s/opel/m2065706772-opel-corsa-1-4-16v-cosmo,2013.0,Benzine ,Handgeschakeld ,Hatchback ,124170.0
1093,Opel Astra Sports Tourer 1.0 Online Edition (bj 2018),marktplaats.nl/v/auto-s/opel/m2060513870-opel-astra-sports-tourer-1-0-online-edition-bj-2018,2018.0,Benzine ,Handgeschakeld ,Stationwagon ,132002.0
1094,Opel Mokka X 1.4 Turbo Innovation Autom. (bj 2018),marktplaats.nl/v/auto-s/opel/m2058416645-opel-mokka-x-1-4-turbo-innovation-autom-bj-2018,2018.0,Benzine ,Automaat ,SUV of Terreinwagen ,174313.0
1095,Opel KARL 1.0 ecoFLEX Edition (bj 2015),marktplaats.nl/v/auto-s/opel/m2059929496-opel-karl-1-0-ecoflex-edition-bj-2015,2015.0,Benzine ,Handgeschakeld ,Hatchback ,185504.0
1096,Opel Corsa 1.0 Turbo 5-Drs Edition Pdc v+a (bj 2015),marktplaats.nl/v/auto-s/opel/m2057320401-opel-corsa-1-0-turbo-5-drs-edition-pdc-v-a-bj-2015,2015.0,Benzine ,Handgeschakeld ,Hatchback ,190498.0
1097,Opel Meriva 1.4 Turbo Edition (bj 2011),marktplaats.nl/v/auto-s/opel/m2058416625-opel-meriva-1-4-turbo-edition-bj-2011,2011.0,Benzine ,Handgeschakeld ,MPV ,171284.0
1098,Opel Crossland X 1.5 CDTI Edition Camera Pdc v+a (bj 2018),marktplaats.nl/v/auto-s/opel/m2056291889-opel-crossland-x-1-5-cdti-edition-camera-pdc-v-a-bj-2018,2018.0,Diesel ,Handgeschakeld ,SUV of Terreinwagen ,178044.0
1099,Opel Insignia Sports Tourer 1.4 T Edition (bj 2014),marktplaats.nl/v/auto-s/opel/m2056291902-opel-insignia-sports-tourer-1-4-t-edition-bj-2014,2014.0,Benzine ,Handgeschakeld ,Stationwagon ,162797.0
1100,Opel Corsa 1.0 Turbo Edition 5drs AIRCO / 4 NIEUWE BANDEN,marktplaats.nl/v/auto-s/opel/m2065706041-opel-corsa-1-0-turbo-edition-5drs-airco-4-nieuwe-banden,2016.0,Benzine ,Handgeschakeld ,Hatchback ,105939.0
1101,"Opel Meriva 1.6 16V 77KW 2008|Airco|15""Lm|Trekhaak|Cruise",marktplaats.nl/v/auto-s/opel/m2065705738-opel-meriva-1-6-16v-77kw-2008-airco-15-lm-trekhaak-cruise,2008.0,Benzine ,Handgeschakeld ,MPV ,175829.0
1102,Opel Corsa 1.2-16V Anniversary Edition / AIRCO / 81.632km! /,marktplaats.nl/v/auto-s/opel/m2065704821-opel-corsa-1-2-16v-anniversary-edition-airco-81-632km,2012.0,Benzine ,Handgeschakeld ,Hatchback ,81632.0
1103,Opel Zafira Tourer 1.4 Design Edition 7p.,marktplaats.nl/v/auto-s/opel/m2065704560-opel-zafira-tourer-1-4-design-edition-7p,2013.0,Benzine ,Handgeschakeld ,MPV ,210143.0
1104,Opel Zafira 1.8 16V 2001 Blauw LEER!! AIRCO!! TREKHAAK!! 7P,marktplaats.nl/v/auto-s/opel/m2065704373-opel-zafira-1-8-16v-2001-blauw-leer-airco-trekhaak-7p,2001.0,Benzine ,Handgeschakeld ,MPV ,237759.0
1105,Opel Astra Sports Tourer 1.4 T / 150 Pk / Online Edition / C,marktplaats.nl/v/auto-s/opel/m2065704175-opel-astra-sports-tourer-1-4-t-150-pk-online-edition-c,2019.0,Benzine ,Handgeschakeld ,Stationwagon ,31021.0
1106,Opel Astra 1.4 16V | Cruise Control | 5 Deurs |,marktplaats.nl/v/auto-s/opel/m2063454608-opel-astra-1-4-16v-cruise-control-5-deurs,2005.0,Benzine ,Handgeschakeld ,Hatchback ,206000.0
1107,Opel Astra 1.2 Business Edition | Achteruitrijcamera | Full,marktplaats.nl/v/auto-s/opel/m2065703086-opel-astra-1-2-business-edition-achteruitrijcamera-full,2023.0,Benzine ,Handgeschakeld ,Hatchback ,19201.0
1108,Opel KARL 1.0 ecoFLEX Edition | Privacy Glass | Parkeersenso,marktplaats.nl/v/auto-s/opel/m2055557395-opel-karl-1-0-ecoflex-edition-privacy-glass-parkeersenso,2017.0,Benzine ,Handgeschakeld ,Hatchback ,70829.0
1109,Opel Corsa 1.0 Turbo 120 Jaar Edition | CLIMA | PARKEERCAMER,marktplaats.nl/v/auto-s/opel/m2065702954-opel-corsa-1-0-turbo-120-jaar-edition-clima-parkeercamer,2019.0,Benzine ,Handgeschakeld ,Hatchback ,45256.0
1110,Opel Zafira 2.2 Cosmo * Airco * Leder * KOOPJE! * (bj 2005),marktplaats.nl/v/auto-s/opel/m2065702338-opel-zafira-2-2-cosmo-airco-leder-koopje-bj-2005,2005.0,Benzine ,Handgeschakeld ,MPV ,187384.0
1111,Opel Insignia 1.6 CDTI EcoFLEX Edition Dealer Ondr Navi Came,marktplaats.nl/v/auto-s/opel/m2062809940-opel-insignia-1-6-cdti-ecoflex-edition-dealer-ondr-navi-came,2016.0,Diesel ,Handgeschakeld ,Hatchback ,145010.0
1112,Opel Corsa 1.2 GS Line |130 PK | AUTOMAAT | CAMERA | PDC | C,marktplaats.nl/v/auto-s/opel/m2065700365-opel-corsa-1-2-gs-line-130-pk-automaat-camera-pdc-c,2022.0,Benzine ,Automaat ,Hatchback ,22875.0
1113,Opel Zafira 1.6 Enjoy airco inruil mogelijk nap,marktplaats.nl/v/auto-s/opel/m2065700158-opel-zafira-1-6-enjoy-airco-inruil-mogelijk-nap,2006.0,Benzine ,Handgeschakeld ,MPV ,353652.0
1114,Opel Astra TwinTop 1.8 Cosmo|Cabrio|Leer|Navi|Airco,marktplaats.nl/v/auto-s/opel/m2058402665-opel-astra-twintop-1-8-cosmo-cabrio-leer-navi-airco,2010.0,Benzine ,Handgeschakeld ,Cabriolet ,169560.0
1115,"Opel Astra TwinTop 1.8 Cosmo, Leder, NAP Dealer auto",marktplaats.nl/v/auto-s/opel/m2055488430-opel-astra-twintop-1-8-cosmo-leder-nap-dealer-auto,2010.0,Benzine ,Handgeschakeld ,Cabriolet ,176355.0
1116,Opel Astra Sports Tourer 1.0 Online Edition / Stoel-Stuurver,marktplaats.nl/v/auto-s/opel/m2065698625-opel-astra-sports-tourer-1-0-online-edition-stoel-stuurver,2017.0,Benzine ,Handgeschakeld ,Stationwagon ,152880.0
1117,"Opel CORSA 1.2 GS Line Camera, PDC, Stoel en Stuur verwarmin",marktplaats.nl/v/auto-s/opel/m2061051136-opel-corsa-1-2-gs-line-camera-pdc-stoel-en-stuur-verwarmin,2020.0,Benzine ,Handgeschakeld ,Hatchback ,26774.0
1118,Opel Corsa 1.2 Edition | Navigatie | Airco | Cruise Control,marktplaats.nl/v/auto-s/opel/m2065697605-opel-corsa-1-2-edition-navigatie-airco-cruise-control,2022.0,Benzine ,Handgeschakeld ,Hatchback ,24060.0
1119,Opel Grandland X 1.2 Turbo Business + | 130pk | Navi | Camer,marktplaats.nl/v/auto-s/opel/m2065696849-opel-grandland-x-1-2-turbo-business-130pk-navi-camer,2019.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,24085.0
1120,Opel Crossland X 1.2 Turbo Online Edition,marktplaats.nl/v/auto-s/opel/m2065696561-opel-crossland-x-1-2-turbo-online-edition,2017.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,57318.0
1121,Opel Corsa 1.4 I AUT 1996 Groen,marktplaats.nl/v/auto-s/opel/m2065695994-opel-corsa-1-4-i-aut-1996-groen,1996.0,Benzine ,Automaat ,Hatchback ,124550.0
1122,Opel Corsa 1.2 Edition!2021!Navi!PDC!,marktplaats.nl/v/auto-s/opel/m2065696212-opel-corsa-1-2-edition-2021-navi-pdc,2021.0,Benzine ,Handgeschakeld ,Hatchback ,40354.0
1123,Opel Grandland X 1.2 Turbo Innovation / LEDER / NAVI / Stoel,marktplaats.nl/v/auto-s/opel/m2065695861-opel-grandland-x-1-2-turbo-innovation-leder-navi-stoel,2018.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,71371.0
1124,Opel Meriva 1.4 Turbo Cosmo / NAV / PDC / 60.693km,marktplaats.nl/v/auto-s/opel/m2065695703-opel-meriva-1-4-turbo-cosmo-nav-pdc-60-693km,2015.0,Benzine ,Handgeschakeld ,MPV ,60693.0
1125,Opel KARL 1.0 ecoFLEX Edition / PDC / DAK / 1ste Eigenaar,marktplaats.nl/v/auto-s/opel/m2065695503-opel-karl-1-0-ecoflex-edition-pdc-dak-1ste-eigenaar,2016.0,Benzine ,Handgeschakeld ,Hatchback ,51006.0
1126,Opel KARL 1.0 ecoFLEX Innovation | Stoelverwarming | Stuurve,marktplaats.nl/v/auto-s/opel/m2065695394-opel-karl-1-0-ecoflex-innovation-stoelverwarming-stuurve,2018.0,Benzine ,Automaat ,Hatchback ,76251.0
1127,Opel Mokka 1.2 TURBO 130PK EDITION EAT8 | Navi | Camera | Ad,marktplaats.nl/v/auto-s/opel/m2065693134-opel-mokka-1-2-turbo-130pk-edition-eat8-navi-camera-ad,2022.0,Benzine ,Automaat ,SUV of Terreinwagen ,14451.0
1128,Opel Mokka 1.4 T Innovation |OPEN DAK|LEDER|STOELVERW.|CAMER,marktplaats.nl/v/auto-s/opel/m2065692414-opel-mokka-1-4-t-innovation-open-dak-leder-stoelverw-camer,2016.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,93411.0
1129,"Opel Meriva 1.6-16v,,cruise control,, apk 12-11-2024",marktplaats.nl/v/auto-s/opel/m2065692168-opel-meriva-1-6-16v-cruise-control-apk-12-11-2024,2003.0,Benzine ,Handgeschakeld ,MPV ,208418.0
1130,Opel Grandland X 1.2 Turbo Online Edition | Navi by app | St,marktplaats.nl/v/auto-s/opel/m2065691521-opel-grandland-x-1-2-turbo-online-edition-navi-by-app-st,2018.0,Benzine ,Handgeschakeld ,SUV of Terreinwagen ,105458.0
1131,Opel Insignia Sports Tourer 1.5 Turbo 165pk Innovation Aut |,marktplaats.nl/v/auto-s/opel/m2065691101-opel-insignia-sports-tourer-1-5-turbo-165pk-innovation-aut,2018.0,Benzine ,Automaat ,Stationwagon ,110592.0
1132,Opel Astra 1.4 Turbo 103KW 5D 2013 Zwart,marktplaats.nl/v/auto-s/opel/m2065690559-opel-astra-1-4-turbo-103kw-5d-2013-zwart,2013.0,Benzine ,Handgeschakeld ,Hatchback ,130500.0
1133,Opel Astra 1.2 Elegance | Navigatie | Adaptieve Cruise Contr,marktplaats.nl/v/auto-s/opel/m2065689149-opel-astra-1-2-elegance-navigatie-adaptieve-cruise-contr,2022.0,Benzine ,Handgeschakeld ,Hatchback ,28500.0
1134,Opel Astra 1.6 Njoy apk 29-12-2024 (bj 2002),marktplaats.nl/v/auto-s/opel/m2065689155-opel-astra-1-6-njoy-apk-29-12-2024-bj-2002,2002.0,Benzine ,Handgeschakeld ,Hatchback ,179885.0
1135,Opel Mokka 1.2 TURBO 130PK EDITION AUT8 | Navi | Camera | PD,marktplaats.nl/v/auto-s/opel/m2065688777-opel-mokka-1-2-turbo-130pk-edition-aut8-navi-camera-pd,2022.0,Benzine ,Automaat ,SUV of Terreinwagen ,14551.0
1136,Opel Agila 1.0 Edition LPG airco apk 02-10-2024 trekhaak inr,marktplaats.nl/v/auto-s/opel/m2065688664-opel-agila-1-0-edition-lpg-airco-apk-02-10-2024-trekhaak-inr,2010.0,LPG ,Handgeschakeld ,Hatchback ,216461.0
1137,Opel Meriva 1.4 COSMO HOOGZIT AIRCO ELL PAK ..79866 KM,marktplaats.nl/v/auto-s/opel/m2059507187-opel-meriva-1-4-cosmo-hoogzit-airco-ell-pak-79866-km,2011.0,Benzine ,Handgeschakeld ,MPV ,79866.0
1138,Opel Astra 1.4 Edition | Airco | Centr.v | Cruise | Climate,marktplaats.nl/v/auto-s/opel/m2065687704-opel-astra-1-4-edition-airco-centr-v-cruise-climate,2011.0,Benzine ,Handgeschakeld ,Hatchback ,137224.0
1139,Opel Corsa 1.4-16V Enjoy,marktplaats.nl/v/auto-s/opel/m2065687338-opel-corsa-1-4-16v-enjoy,2008.0,Benzine ,Handgeschakeld ,Hatchback ,81985.0
1140,Opel Insignia 1.8 Business Navi CrusCtrl Clima Park.Sens,marktplaats.nl/v/auto-s/opel/m2061741656-opel-insignia-1-8-business-navi-crusctrl-clima-park-sens,2009.0,Benzine ,Handgeschakeld ,Sedan ,171681.0
1141,Opel Mokka 1.2 Turbo Ultimate | Uniek | Automaat | Leder |,marktplaats.nl/v/auto-s/opel/m2065685156-opel-mokka-1-2-turbo-ultimate-uniek-automaat-leder,2021.0,Benzine ,Automaat ,SUV of Terreinwagen ,22390.0
1142,Opel Agila 1.2-16V Cosmo * 56dKM Nap origineel * 5drs,marktplaats.nl/v/auto-s/opel/m2065684921-opel-agila-1-2-16v-cosmo-56dkm-nap-origineel-5drs,2004.0,Benzine ,Handgeschakeld ,Hatchback ,56023.0
